"SQLServer","Version","Build","FileVersion","Description","Link","ReleaseDate","SP","CU","HF","RTM","CTP","New","Withdrawn"
"2005","9.0","9.0.3186","2005.90.3186.0","FIX: Performance is very slow when the same stored procedure is executed at the same time in many connections on a multiple-processor computer that is running SQL Server 2005","https://support.microsoft.com/en-us/help/940945","2007-08-22","","","","","","",""
"2005","9.0","9.0.3186","2005.90.3186.0","FIX: Error message when you try to update the index key columns of a non-unique clustered index in SQL Server 2005: ""Cannot insert duplicate key row in object 'ObjectName' with unique index 'IndexName'""","https://support.microsoft.com/en-us/help/940937","2007-08-21","","","","","","",""
"2005","9.0","9.0.3186","2005.90.3186.0","FIX: Error message when you use the UNLOAD and REWIND options to back up a database to a tape device in SQL Server 2005: ""Operation on device '<TapeDevice>' exceeded retry count""","https://support.microsoft.com/en-us/help/940379","2007-08-20","","","","","","",""
"2005","9.0","9.0.3186","2005.90.3186.0","FIX: Error message when you use the Copy Database Wizard to move a database from SQL Server 2000 to SQL Server 2005","https://support.microsoft.com/en-us/help/940375","2007-08-20","","","","","","",""
"2005","9.0","9.0.3186","2005.90.3186.0","FIX: Error message when you run a SQL Server 2005 Integration Services package that contains a Script Component transformation:""Insufficient memory to continue the execution of the program""","https://support.microsoft.com/en-us/help/937100","2007-08-20","","","","","","",""
"2005","9.0","9.0.3186","2005.90.3186.0","FIX: Error 9003 is logged in the SQL Server error log file when you use log shipping in SQL Server 2005","https://support.microsoft.com/en-us/help/940126","2007-08-20","","","","","","",""
"2005","9.0","9.0.3186","2005.90.3186.0","FIX: Data is not replicated to a subscriber in a different partition by using parameterized row filters in SQL Server 2005","https://support.microsoft.com/en-us/help/938363","2007-08-17","","","","","","",""
"2005","9.0","9.0.3186","2005.90.3186.0","FIX: Error message when you run a query that is associated with a parallel execution plan in SQL Server 2005: ""SQL Server Assertion: File: <lckmgr.cpp>, line=10850 Failed Assertion = 'GetLocalLockPartition () == xactLockInfo->GetLocalLockPartition ()'""","https://support.microsoft.com/en-us/help/940935","2007-08-17","","","","","","",""
"2005","9.0","9.0.3186","2005.90.3186.0","FIX: Error message when you try to create an Oracle publication by using the New Publication Wizard in SQL Server 2005 Service Pack 2: ""OLE DB Provider 'OraOLEDB.ORACLE' for Linked server <LinkedServerName> returned message""","https://support.microsoft.com/en-us/help/940221","2007-08-17","","","","","","",""
"2005","9.0","9.0.3186","2005.90.3186.0","FIX: Error message when you run a stored procedure that references tables after you upgrade a database from SQL Server 2000 to SQL Server 2005: ""A time-out occurred while waiting for buffer latch""","https://support.microsoft.com/en-us/help/940942","2007-08-17","","","","","","",""
"2005","9.0","9.0.3186","2005.90.3186.0","FIX: You receive a System.InvalidCastException exception when you run an application that calls the Server.JobServer.Jobs.Contains method on a computer that has SQL Server 2005 Service Pack 2 installed","https://support.microsoft.com/en-us/help/940384","2007-08-13","","","","","","",""
"2005","9.0","9.0.3186","2005.90.3186.0","FIX: An access violation may occur, and you may receive an error message, when you query the sys.dm_exe_sessions dynamic management view in SQL Server 2005","https://support.microsoft.com/en-us/help/940281","2007-08-13","","","","","","",""
"2005","9.0","9.0.3186","2005.90.3186.0","FIX: The performance of insert operations against a table that contains an identity column may be slow in SQL Server 2005","https://support.microsoft.com/en-us/help/940545","2007-08-10","","","","","","",""
"2005","9.0","9.0.3186","2005.90.3186.0","FIX: Error message when you try to insert more than 3 megabytes of data into a distributed partitioned view in SQL Server 2005: ""A system assertion check has failed""","https://support.microsoft.com/en-us/help/940210","2007-08-08","","","","","","",""
"2005","9.0","9.0.3186","2005.90.3186.0","Cumulative update package 3 (CU3) for SQL Server 2005 Service Pack 2","https://support.microsoft.com/en-us/help/939537","2007-08-23","","TRUE","","","","",""
"2005","9.0","9.0.3182","2005.90.3182.0","FIX: You receive error 8623 when you run a complex query in SQL Server 2005","https://support.microsoft.com/en-us/help/940128","2007-08-03","","","","","","",""
"2005","9.0","9.0.3179","2005.90.3179.0","FIX: Error message when you run a full-text query against a catalog in SQL Server 2005: ""The execution of a full-text query failed. The content index is corrupt.""","https://support.microsoft.com/en-us/help/938243","2007-07-30","","","","","","",""
"2005","9.0","9.0.3178","2005.90.3178.0","FIX: A SQL Server Agent job fails when you run the SQL Server Agent job in the context of a proxy account in SQL Server 2005","https://support.microsoft.com/en-us/help/938086","2007-08-22","","","","","","",""
"2005","9.0","9.0.3177","2005.90.3177.0","FIX: Error message when you run a stored procedure that starts a transaction that contains a Transact-SQL statement in SQL Server 2005: ""New request is not allowed to start because it should come with valid transaction descriptor""","https://support.microsoft.com/en-us/help/939285","2007-08-22","","","","","","",""
"2005","9.0","9.0.3177","2005.90.3177.0","FIX: Error message when you run a query that fires an INSTEAD OF trigger in SQL Server 2005 Service Pack 2: ""Internal Query Processor Error The query processor could not produce a query plan""","https://support.microsoft.com/en-us/help/939562","2007-08-20","","","","","","",""
"2005","9.0","9.0.3177","2005.90.3177.0","FIX: Error message when you synchronize a merge replication in Microsoft SQL Server 2005: ""MSmerge_del_<GUID>, Line 42 String or binary data would be truncated""","https://support.microsoft.com/en-us/help/939563","2007-08-09","","","","","","",""
"2005","9.0","9.0.3175","2005.90.3175.0","FIX: Error message when the Distribution Agent tries to apply the snapshot to the subscriber in SQL Server 2005: ""Must declare the scalar variable ""@Variable""""","https://support.microsoft.com/en-us/help/936534","2007-08-20","","","","","","",""
"2005","9.0","9.0.3175","2005.90.3175.0","FIX: The Distribution Agent may skip some rows when you configure a transactional replication that uses the ""-SkipErrors"" parameter in SQL Server 2005","https://support.microsoft.com/en-us/help/938671","2007-08-01","","","","","","",""
"2005","9.0","9.0.3175","2005.90.3175.0","The service pack update or hotfix installation stops unexpectedly when you try to install either Microsoft SQL Server 2005 Service Pack 2 or a hotfix for SQL Server 2005 SP2","https://support.microsoft.com/en-us/help/936488","2007-07-10","","","TRUE","","","",""
"2005","9.0","9.0.3175","2005.90.3175.0","FIX: A foreign key constraint that you drop on a table at the publisher is not dropped on the table at the subscriber in a SQL Server 2005 merge replication","https://support.microsoft.com/en-us/help/938825","2007-06-29","","","","","","",""
"2005","9.0","9.0.3175","2005.90.3175.0","Cumulative update package 2 (CU2 build 3175) for SQL Server 2005 Service Pack 2 is available","https://support.microsoft.com/en-us/help/936305","2007-06-28","","TRUE","","","","",""
"2005","9.0","9.0.3171","2005.90.3171.0","FIX: You may receive error messages when you try to log in to an instance of SQL Server 2005 and SQL Server handles many concurrent connections","https://support.microsoft.com/en-us/help/937745","2007-07-16","","","","","","",""
"2005","9.0","9.0.3169","2005.90.3169.0","FIX: Error message when you run a linked server query in SQL Server 2005: ""The oledbprovider unisys.dmsII.1 for linkserver '<ServerName>' reported an error the provider ran out of memory""","https://support.microsoft.com/en-us/help/937033","2007-06-19","","","","","","",""
"2005","9.0","9.0.3169","2005.90.3169.0","FIX: Changes in the publisher database are not replicated to the subscribers in a transactional replication if the publisher database runs exposed in a database mirroring session in SQL Server 2005","https://support.microsoft.com/en-us/help/937041","2007-05-25","","","","","","",""
"2005","9.0","9.0.3166","2005.90.3166.0","FIX: Blocking and performance problems may occur when you enable trace flag 1118 in SQL Server 2005 if the temporary table creation workload is high","https://support.microsoft.com/en-us/help/936185","2007-06-11","","","","","","",""
"2005","9.0","9.0.3166","2005.90.3166.0","FIX: A database is marked as suspect when you update a table that contains a nonclustered index in SQL Server 2005","https://support.microsoft.com/en-us/help/934734","2007-07-16","","","","","","",""
"2005","9.0","9.0.3161","2005.90.3161.0","FIX: On a computer that is running SQL Server 2005 and that has multiple processors, you may receive incorrect results when you run a query that contains an inner join","https://support.microsoft.com/en-us/help/935789","2007-09-24","","","","","","",""
"2005","9.0","9.0.3161","2005.90.3161.0","FIX: Error message when you perform a piecemeal restore operation after you enable vardecimal database compression in SQL Server 2005 Service Pack 2: ""Piecemeal restore is not supported when an upgrade is involved""","https://support.microsoft.com/en-us/help/934706","2007-06-04","","","","","","",""
"2005","9.0","9.0.3161","2005.90.3161.0","FIX: The query performance is slow when you run a query that uses a user-defined scalar function against an instance of SQL Server 2005","https://support.microsoft.com/en-us/help/933724","2007-05-09","","","","","","",""
"2005","9.0","9.0.3161","2005.90.3161.0","Cumulative update package (CU1 build 3161) for SQL Server 2005 Service Pack 2 is available","https://support.microsoft.com/en-us/help/935356","2007-04-16","","TRUE","","","","",""
"2005","9.0","9.0.3159","2005.90.3159.0","FIX: The Check Database Integrity task and the Execute T-SQL Statement task in a maintenance plan may lose database context in certain circumstances in SQL Server 2005 builds 3150 through 3158","https://support.microsoft.com/en-us/help/934459","2007-04-03","","","","","","",""
"2005","9.0","9.0.3156","2005.90.3156.0","FIX: Error message when you try to use Database Mail to send an e-mail message in SQL Server 2005: ""profile name is not valid (Microsoft SQL Server, Error 14607)""","https://support.microsoft.com/en-us/help/934226","2007-04-25","","","","","","",""
"2005","9.0","9.0.3155","2005.90.3155.0","FIX: Error message when you run a query that contains nested FOR XML clauses in SQL Server 2005: ""The XML data type is damaged""","https://support.microsoft.com/en-us/help/933808","2007-06-13","","","","","","",""
"2005","9.0","9.0.3155","2005.90.3155.0","FIX: Error message when you use transactional replication to replicate the execution of stored procedures to subscribers in SQL Server 2005: ""Insufficient memory to run query""","https://support.microsoft.com/en-us/help/933499","2007-06-12","","","","","","",""
"2005","9.0","9.0.3155","2005.90.3155.0","FIX: Failed assertion message in the Errorlog file when you perform various operations in SQL Server 2005: ""Failed Assertion = 'fFalse' Attempt to access expired blob handle (3)""","https://support.microsoft.com/en-us/help/933766","2007-05-15","","","","","","",""
"2005","9.0","9.0.3155","2005.90.3155.0","FIX: You may receive an access violation when you perform a bulk copy operation in SQL Server 2005","https://support.microsoft.com/en-us/help/933549","2007-04-25","","","","","","",""
"2005","9.0","9.0.3154","2005.90.3154.0","FIX: The Distribution Agent does not deliver commands to the Subscriber even if the Distribution Agent is running in SQL Server 2005","https://support.microsoft.com/en-us/help/934188","2007-04-25","","","","","","",""
"2005","9.0","9.0.3154","2005.90.3154.0","FIX: The Distribution Agent generates an access violation when you configure a transactional replication publication to run an additional script after the snapshot is applied at the subscriber in SQL Server 2005","https://support.microsoft.com/en-us/help/934109","2007-04-25","","","","","","",""
"2005","9.0","9.0.3154","2005.90.3154.0","FIX: SQL Server 2005 database engine generates failed assertion errors when you use the Replication Monitor to monitor the distribution database","https://support.microsoft.com/en-us/help/934106","","","","","","","",""
"2005","9.0","9.0.3153","2005.90.3153.0","FIX: A gradual increase in memory consumption for the USERSTORE_TOKENPERM cache store occurs in SQL Server 2005","https://support.microsoft.com/en-us/help/933564","2007-04-16","","","","","","",""
"2005","9.0","9.0.3152","2005.90.3152.0","Cumulative hotfix package (build 3152) for SQL Server 2005 Service Pack 2 is available","https://support.microsoft.com/en-us/help/933097","2007-03-07","","","TRUE","","","",""
"2005","9.0","9.0.3080","2005.90.3080.0","MS09-062: Description of the security update for GDI+ for SQL Server 2005 Service Pack 2 GDR: October 13, 2009","https://support.microsoft.com/en-us/help/970895","2009-10-13","","","","","","",""
"2005","9.0","9.0.3077","2005.90.3077.0","MS09-004: Description of the security update for SQL Server 2005 GDR: February 10, 2009","https://support.microsoft.com/en-us/help/960089","2009-02-10","","","","","","",""
"2005","9.0","9.0.3073","2005.90.3073.0","MS08-052: Description of the security update for GDI+ for SQL Server 2005 Service Pack 2 GDR: September 9, 2008","https://support.microsoft.com/en-us/help/954606","2008-09-09","","","","","","",""
"2005","9.0","9.0.3068","2005.90.3068.0","MS08-040: Vulnerabilities in Microsoft SQL Server could allow elevation of privilege","https://support.microsoft.com/en-us/help/941203","2008-08-05","","","","","","",""
"2005","9.0","9.0.3054","2005.90.3054.0","FIX: The Check Database Integrity task and the Execute T-SQL Statement task in a maintenance plan may lose database context in certain circumstances in SQL Server 2005 builds 3042 through 3053","https://support.microsoft.com/en-us/help/934458","2008-01-02","","","","","","",""
"2005","9.0","9.0.3050","2005.90.3050.0","Microsoft SQL Server 2005 Service Pack 2 issue: Cleanup tasks run at different intervals than intended","https://support.microsoft.com/en-us/help/933508","2007-03-07","","","","","","",""
"2005","9.0","9.0.3042","2005.90.3042.0","SQL Server 2005 Service Pack 2 (SP2)","http://www.microsoft.com/downloads/details.aspx?FamilyId=d07219b2-1e23-49c8-8f0c-63fa18f26d3a","2007-02-19","TRUE","","","","","",""
"2005","9.0","9.0.3033","2005.90.3033.0","SQL Server 2005 Service Pack 2 (SP2) - CTP December 2006","","2006-12-19","","","","","TRUE","",""
"2005","9.0","9.0.3027","2005.90.3027.0","SQL Server 2005 Service Pack 2 (SP2) - CTP November 2006","","2006-11-06","","","","","TRUE","",""
"2005","9.0","9.0.3026","2005.90.3026.0","FIX: A ""17187"" error message may be logged in the Errorlog file when an instance of SQL Server 2005 is under a heavy load","https://support.microsoft.com/en-us/help/929376","2007-02-14","","","","","","",""
"2005","9.0","9.0.2239","2005.90.2239.0","FIX: Transactions that are being committed on the principal server may not be copied to the mirror server when a database mirroring failover occurs in SQL Server 2005","https://support.microsoft.com/en-us/help/940961","2007-09-24","","","","","","",""
"2005","9.0","9.0.2237","2005.90.2237.0","FIX: A memory leak occurs when you call the Initialize method and the Terminate method of the SQLDistribution object in a loop in an application that you develop by using Microsoft ActiveX replication controls in SQL Server 2005","https://support.microsoft.com/en-us/help/940719","2007-09-24","","","","","","",""
"2005","9.0","9.0.2236","2005.90.2236.0","FIX: Error message when you use Service Broker in SQL Server 2005: ""An error occurred while receiving data: '64(The specified network name is no longer available.)'""","https://support.microsoft.com/en-us/help/940287","2007-07-29","","","","","","",""
"2005","9.0","9.0.2236","2005.90.2236.0","FIX: A Service Broker endpoint stops passing messages in a database mirroring session of SQL Server 2005","https://support.microsoft.com/en-us/help/940286","2007-07-26","","","","","","",""
"2005","9.0","9.0.2234","2005.90.2234.0","FIX: SQL Server 2005 stops and then restarts unexpectedly and errors occur in the tempdb database","https://support.microsoft.com/en-us/help/937343","2007-06-20","","","","","","",""
"2005","9.0","9.0.2233","2005.90.2233.0","FIX: Error message when you use the BULK INSERT statement to import a data file into a table in SQL Server 2005 with SP1: ""The OLE DB provider ""BULK"" for linked server ""(null)"" reported an error""","https://support.microsoft.com/en-us/help/937545","2007-06-18","","","","","","",""
"2005","9.0","9.0.2233","2005.90.2233.0","FIX: Error message when you use transactional replication to replicate the execution of stored procedures to subscribers in SQL Server 2005: ""Insufficient memory to run query""","https://support.microsoft.com/en-us/help/933499","2007-06-12","","","","","","",""
"2005","9.0","9.0.2233","2005.90.2233.0","FIX: You may receive error 3456 when you try to restore a transaction log for a SQL Server 2005 database","https://support.microsoft.com/en-us/help/937544","2007-06-05","","","","","","",""
"2005","9.0","9.0.2232","2005.90.2232.0","FIX: A memory leak occurs when you use the sp_OAMethod stored procedure to call a method of a COM object in SQL Server 2005","https://support.microsoft.com/en-us/help/937277","2007-06-19","","","","","","",""
"2005","9.0","9.0.2231","2005.90.2231.0","FIX: You cannot bring the SQL Server group online in a cluster environment after you rename the virtual server name of the default instance of SQL Server 2005","https://support.microsoft.com/en-us/help/934812","2007-11-06","","","","","","",""
"2005","9.0","9.0.2230","2005.90.2230.0","FIX: Error message when you use SQL Native Client to connect to an instance of a principal server in a database mirroring session: ""The connection attempted to fail over to a server that does not have a failover partner""","https://support.microsoft.com/en-us/help/936179","2007-09-20","","","","","","",""
"2005","9.0","9.0.2229","2005.90.2229.0","FIX: You receive error messages when you use the BULK INSERT statement in SQL Server 2005 to import data in bulk","https://support.microsoft.com/en-us/help/935446","2007-06-11","","","","","","",""
"2005","9.0","9.0.2227","2005.90.2227.0","FIX: You may receive error 1203 when you run an INSERT statement against a table that has an identity column in SQL Server 2005","https://support.microsoft.com/en-us/help/933265","2007-06-26","","","","","","",""
"2005","9.0","9.0.2226","2005.90.2226.0","FIX: Error message when the Replication Merge Agent runs to synchronize a merge replication subscription in SQL Server 2005: ""The merge process failed to execute a query because the query timed out""","https://support.microsoft.com/en-us/help/934065","2007-06-22","","","","","","",""
"2005","9.0","9.0.2226","2005.90.2226.0","FIX: You receive error 18815 when the Log Reader Agent runs for a transactional publication in SQL Server 2005","https://support.microsoft.com/en-us/help/933762","2007-06-22","","","","","","",""
"2005","9.0","9.0.2223","2005.90.2223.0","FIX: You may experience poor performance after you install SQL Server 2005 Service Pack 1","https://support.microsoft.com/en-us/help/932393","2007-06-18","","","","","","",""
"2005","9.0","9.0.2221","2005.90.2221.0","FIX: A script task or a script component may not run correctly when you run an SSIS package in SQL Server 2005 build 2153 and later builds","https://support.microsoft.com/en-us/help/931593","2007-07-11","","","","","","",""
"2005","9.0","9.0.2219","2005.90.2219.0","FIX: The ghost row clean-up thread does not remove ghost rows on some data files of a database in SQL Server 2005","https://support.microsoft.com/en-us/help/932115","2007-04-25","","","","","","",""
"2005","9.0","9.0.2218","2005.90.2218.0","FIX: SQL Server 2005 does not reclaim the disk space that is allocated to the temporary table if the stored procedure is stopped","https://support.microsoft.com/en-us/help/931843","2007-04-25","","","","","","",""
"2005","9.0","9.0.2216","2005.90.2216.0","FIX: High CPU utilization by SQL Server 2005 may occur when you use NUMA architecture on a computer that has an x64-based version of SQL Server 2005 installed","https://support.microsoft.com/en-us/help/931821","2007-05-15","","","","","","",""
"2005","9.0","9.0.2214","2005.90.2214.0","FIX: Error message when you run DML statements against a table that is published for merge replication in SQL Server 2005: ""Could not find stored procedure""","https://support.microsoft.com/en-us/help/930505","2007-02-19","","","","","","",""
"2005","9.0","9.0.2214","2005.90.2214.0","FIX: I/O requests that are generated by the checkpoint process may cause I/O bottlenecks if the I/O subsystem is not fast enough to sustain the IO requests in SQL Server 2005","https://support.microsoft.com/en-us/help/929240","2007-02-13","","","","","","",""
"2005","9.0","9.0.2211","2005.90.2211.0","FIX: You receive error 1456 when you try to add a witness to a DBM session in SQL Server 2005","https://support.microsoft.com/en-us/help/930284","2007-02-20","","","","","","",""
"2005","9.0","9.0.2211","2005.90.2211.0","FIX: You receive error 1456 when you add a witness to a database mirroring session and the database name is the same as an existing database mirroring session in SQL Server 2005","https://support.microsoft.com/en-us/help/930283","2007-02-14","","","","","","",""
"2005","9.0","9.0.2209","2005.90.2209.0","FIX: SQL Server 2005 may not perform histogram amendments when you use trace flags 2389 and 2390","https://support.microsoft.com/en-us/help/929278","2007-02-07","","","","","","",""
"2005","9.0","9.0.2208","2005.90.2208.0","FIX: A memory leak may occur every time that you synchronize a SQL Server Mobile subscriber in SQL Server 2005","https://support.microsoft.com/en-us/help/929179","2007-01-09","","","","","","",""
"2005","9.0","9.0.2207","2005.90.2207.0","FIX: The changes are not reflected in the publication database after you reinitialize the subscriptions in SQL Server 2005","https://support.microsoft.com/en-us/help/928394","2006-12-19","","","","","","",""
"2005","9.0","9.0.2207","2005.90.2207.0","FIX: Error message when you use a synonym for a stored procedure in SQL Server 2005: ""A severe error occurred on the current command""","https://support.microsoft.com/en-us/help/928372","2006-12-19","","","","","","",""
"2005","9.0","9.0.2207","2005.90.2207.0","FIX: Error message in the database mail log when you try to use the sp_send_dbmail stored procedure to send an e-mail in SQL Server 2005: ""Invalid XML message format received on the ExternalMailQueue""","https://support.microsoft.com/en-us/help/928789","2007-01-02","","","","","","",""
"2005","9.0","9.0.2206","2005.90.2206.0","FIX: You may receive an error message when you run a CLR stored procedure or CLR function that uses a context connection in SQL Server 2005","https://support.microsoft.com/en-us/help/928083","2007-02-01","","","","","","",""
"2005","9.0","9.0.2206","2005.90.2206.0","FIX: The full-text index population for the indexed view is very slow in SQL Server 2005","https://support.microsoft.com/en-us/help/928537","2007-01-12","","","","","","",""
"2005","9.0","9.0.2206","2005.90.2206.0","FIX: Error message when you restore a transaction-log backup that is generated in SQL Server 2000 SP4 to an instance of SQL Server 2005: Msg 3456, Level 16, State 1, Line 1. Could not redo log record""","https://support.microsoft.com/en-us/help/926493","2007-01-02","","","","","","",""
"2005","9.0","9.0.2206","2005.90.2206.0","FIX: An access violation is logged in the SQL Server Errorlog file when you run a query that uses a plan guide in SQL Server 2005","https://support.microsoft.com/en-us/help/928539","2006-12-13","","","","","","",""
"2005","9.0","9.0.2202","2005.90.2202.0","FIX: Some search results are missing when you perform a full-text search operation on a Windows SharePoint Services 2.0 site after you upgrade to SQL Server 2005","https://support.microsoft.com/en-us/help/927643","2007-02-16","","","","","","",""
"2005","9.0","9.0.2201","2005.90.2201.0","FIX: Updates to the SQL Server Mobile subscriber may not be reflected in the SQL Server 2005 merge publication","https://support.microsoft.com/en-us/help/927289","2007-01-10","","","","","","",""
"2005","9.0","9.0.2198","2005.90.2198.0","FIX: You may receive incorrect results when you query a table that is published in a transactional replication in SQL Server 2005","https://support.microsoft.com/en-us/help/926613","2007-02-21","","","","","","",""
"2005","9.0","9.0.2198","2005.90.2198.0","FIX: You receive an error message when you use the Print Preview option on a large report in SQL Server 2005 Reporting Services","https://support.microsoft.com/en-us/help/926106","2007-02-20","","","","","","",""
"2005","9.0","9.0.2198","2005.90.2198.0","FIX: The restore operation may take a long time to finish when you restore a database in SQL Server 2005","https://support.microsoft.com/en-us/help/924807","2007-02-02","","","","","","",""
"2005","9.0","9.0.2198","2005.90.2198.0","FIX: The metadata of the Description object of a Key Performance Indicator appears in the default language after you define a translation for the Description object in SQL Server 2005 Business Intelligence Development Studio","https://support.microsoft.com/en-us/help/924264","2006-12-13","","","","","","",""
"2005","9.0","9.0.2198","2005.90.2198.0","FIX: SQL Server Agent does not send an alert quickly or does not send an alert when you use an alert of the SQL Server event alert type in SQL Server 2005","https://support.microsoft.com/en-us/help/926612","2007-01-04","","","","","","",""
"2005","9.0","9.0.2198","2005.90.2198.0","FIX: Error message when you run a query that uses a fast forward-only cursor in SQL Server 2005: ""Query processor could not produce a query plan because of the hints defined in this query""","https://support.microsoft.com/en-us/help/926773","2006-11-16","","","","","","",""
"2005","9.0","9.0.2198","2005.90.2198.0","FIX: SQL Server 2005 may not send a message notification that is based on the specific string in the forwarded event when a computer that is running SQL Server 2000 forwards an event to a computer that is running SQL Server 2005","https://support.microsoft.com/en-us/help/926611","2006-11-28","","","","","","",""
"2005","9.0","9.0.2198","2005.90.2198.0","FIX: You receive an error message, or you obtain an incorrect result when you query data in a partitioned table that does not have a clustered index in SQL Server 2005","https://support.microsoft.com/en-us/help/924808","2006-12-13","","","","","","",""
"2005","9.0","9.0.2198","2005.90.2198.0","FIX: You may experience very large growth increments of a principal database after you manually fail over a database mirroring session in SQL Server 2005","https://support.microsoft.com/en-us/help/925277","2007-01-02","","","","","","",""
"2005","9.0","9.0.2196","2005.90.2196.0","Fix: Error message when you convert a column from the varbinary(max) data type to the XML data type in SQL Server 2005: ""Msg 6322, Level 16, State 1, Line 2 Too many attributes or namespace definitions""","https://support.microsoft.com/en-us/help/926285","2006-11-10","","","","","","",""
"2005","9.0","9.0.2196","2005.90.2196.0","FIX: Error message when you trace the Audit Database Management event and you try to bring a database online in SQL Server 2005: “Msg 942, Level 14, State 4, Line 1”","https://support.microsoft.com/en-us/help/926335","2006-12-05","","","","","","",""
"2005","9.0","9.0.2195","2005.90.2195.0","FIX: SQL Server 2005 may stop responding when you use the SqlBulkCopy class to import data from another data source","https://support.microsoft.com/en-us/help/926240","2006-12-19","","","","","","",""
"2005","9.0","9.0.2194","2005.90.2194.0","FIX: Error message when you try to use a SQL Server authenticated login to log on to an instance of SQL Server 2005: ""Logon error: 18456""","https://support.microsoft.com/en-us/help/925744","2006-10-20","","","","","","",""
"2005","9.0","9.0.2192","2005.90.2192.0","FIX: Error message when you use a table-valued function (TVF) together with the CROSS APPLY operator in a query in SQL Server 2005: ""There is insufficient system memory to run this query""","https://support.microsoft.com/en-us/help/924954","2006-09-29","","","","","","",""
"2005","9.0","9.0.2192","2005.90.2192.0","FIX: Error message when you use a label after a Transact-SQL query in SQL Server 2005: ""Incorrect syntax near 'X'""","https://support.microsoft.com/en-us/help/925335","2006-10-05","","","","","","",""
"2005","9.0","9.0.2191","2005.90.2191.0","FIX: An empty string is replicated as a NULL value when you synchronize a table to a SQL Server 2005 Compact Edition subscriber","https://support.microsoft.com/en-us/help/925135","2006-12-06","","","","","","",""
"2005","9.0","9.0.2190","2005.90.2190.0","FIX: Error message when you call the SQLTables function against an instance of SQL Server 2005: ""Invalid cursor state (0)""","https://support.microsoft.com/en-us/help/925227","2006-10-16","","","","","","",""
"2005","9.0","9.0.2189","2005.90.2189.0","FIX: You may receive different date values for each row when you use the getdate function within a case statement in SQL Server 2005","https://support.microsoft.com/en-us/help/925153","","","","","","","",""
"2005","9.0","9.0.2187","2005.90.2187.0","FIX: When you run a query that references a partitioned table in SQL Server 2005, query performance may decrease","https://support.microsoft.com/en-us/help/923849","2006-09-22","","","","","","",""
"2005","9.0","9.0.2181","2005.90.2181.0","FIX: A deadlock occurs and a query never finishes when you run the query on a computer that is running SQL Server 2005 and has multiple processors","https://support.microsoft.com/en-us/help/923605","2007-02-19","","","","","","",""
"2005","9.0","9.0.2181","2005.90.2181.0","FIX: Error message when you run an application against SQL Server 2005 that uses many unique user logins or performs many user login impersonations: ""insufficient system memory to run this query""","https://support.microsoft.com/en-us/help/923624","2006-10-04","","","","","","",""
"2005","9.0","9.0.2176","2005.90.2176.0","FIX: Error message when you use SQL Server 2005: ""High priority system task thread Operating system error Exception 0xAE encountered""","https://support.microsoft.com/en-us/help/922594","2007-02-12","","","","","","",""
"2005","9.0","9.0.2176","2005.90.2176.0","FIX: Log Reader Agent fails, and an assertion error message is logged when you use transactional replication in SQL Server 2005","https://support.microsoft.com/en-us/help/923296","2006-09-06","","","","","","",""
"2005","9.0","9.0.2175","2005.90.2175.0","FIX: The color and the background image may not appear when you try to display a report in HTML format in Report Manager in SQL Server 2005 Reporting Services","https://support.microsoft.com/en-us/help/921395","2006-08-08","","","","","","",""
"2005","9.0","9.0.2175","2005.90.2175.0","FIX: SQL Server 2005 performance may be slower than SQL Server 2000 performance when you use an API server cursor","https://support.microsoft.com/en-us/help/917905","2006-08-14","","","","","","",""
"2005","9.0","9.0.2175","2005.90.2175.0","FIX: In SQL Server 2005, the sp_altermessage stored procedure does not suppress system error messages that are logged in the SQL Server error log and in the Application log","https://support.microsoft.com/en-us/help/922578","2006-08-30","","","","","","",""
"2005","9.0","9.0.2175","2005.90.2175.0","FIX: A query may take a long time to compile when the query contains several JOIN clauses against a SQL Server 2005 database","https://support.microsoft.com/en-us/help/922438","2006-12-14","","","","","","",""
"2005","9.0","9.0.2175","2005.90.2175.0","FIX: A handled access violation may occur in the CValSwitch::GetDataX function when you run a complex query in SQL Server 2005","https://support.microsoft.com/en-us/help/921536","2006-12-18","","","","","","",""
"2005","9.0","9.0.2174","2005.90.2174.0","FIX: You may notice a large increase in compile time when you enable trace flags 2389 and 2390 in SQL Server 2005 Service Pack 1","https://support.microsoft.com/en-us/help/922063","2006-07-25","","","","","","",""
"2005","9.0","9.0.2167","2005.90.2167.0","FIX: SQL Server 2005 treats an identity column in a view as an ordinary int column when the compatibility level of the database is set to 80","https://support.microsoft.com/en-us/help/920974","2006-08-09","","","","","","",""
"2005","9.0","9.0.2164","2005.90.2164.0","FIX: Some rows in the Text Data column are always displayed for a trace that you create by using SQL Server Profiler in SQL Server 2005","https://support.microsoft.com/en-us/help/919243","2007-02-08","","","","","","",""
"2005","9.0","9.0.2164","2005.90.2164.0","FIX: SQL Server 2005 may overestimate the cardinality of the JOIN operator when a SQL Server 2005 query contains a join predicate that is a multicolumn predicate","https://support.microsoft.com/en-us/help/920346","2006-09-19","","","","","","",""
"2005","9.0","9.0.2164","2005.90.2164.0","FIX: The SQL Server 2005 query optimizer may incorrectly estimate the cardinality for a query that has a predicate that contains an index union alternative","https://support.microsoft.com/en-us/help/920347","2006-09-19","","","","","","",""
